15/06/26;0515;  ;  ;  ;  ;0020;  ;MC DONALDS WORLDHEIST FOOD GAM;    AV285;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3369;      AV285.mp3;01341462930515
15/06/26;0515;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068050515
15/06/26;0515;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876420515
15/06/26;0545;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 18 MENTADENT 07;    AV773;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV773.mp3;01335302430545
15/06/26;0545;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876430545
15/06/26;0615;  ;  ;  ;  ;0030;  ;DEGHI BAGNO 1904 2504         ;    AT827;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT827.mp3;01345105440615
15/06/26;0615;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059210615
15/06/26;0615;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369190615
15/06/26;0615;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883190615
15/06/26;0615;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068070615
15/06/26;0615;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343972910615
15/06/26;0645;  ;  ;  ;  ;0020;  ;MEDIAWORLD S2 MACCHINA CAFFE 1;    AW060;C;154C504;00;  ;MEDIAMARKET SPA               ;00U3813;      AW060.mp3;01348468710645
15/06/26;0645;  ;  ;  ;  ;0030;  ;MIN. SALUTE DONAZIONE SANGUE 1;    AW010;C;154L596;00;  ;ISTITUTO SUPERIORE DI SANITA' ;00U3807;      AW010.mp3;01348314240645
15/06/26;0645;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914420645
15/06/26;0645;  ;  ;  ;  ;0020;  ;FALKENSTEINER CALABRIA 1506 19;    AW053;C;154M058;00;  ;FALKENSTEINER GARDEN CALABRIA ;00U3462;      AW053.mp3;01341875950645
15/06/26;0645;  ;  ;  ;  ;0015;  ;UNIEURO SBF FRIGO SAMSUNG 2 11;    AV910;C;154I550;00;  ;UNIEURO SPA                   ;00U3772;      AV910.mp3;01347735080645
15/06/26;0645;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342134330645
15/06/26;0715;  ;  ;  ;  ;0015;  ;COOP MENO 25 VIVIVERDE E BENES;    AV835;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3737;      AV835.mp3;01346816450715
15/06/26;0715;  ;  ;  ;  ;0015;  ;VIESSMAN CLIMA 26 0305 2106   ;    AU335;C;154L282;00;  ;VIESSMANN S.R.L.              ;00U3259;      AU335.mp3;01340798890715
15/06/26;0715;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 19 ELVIVE 0706 ;    AV777;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV777.mp3;01335302440715
15/06/26;0715;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX COLAZIONE 1409 0;    AK718;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK718.mp3;01348221700715
15/06/26;0715;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059240715
15/06/26;0715;  ;  ;  ;  ;0020;  ;LIDL SUPER OFFERTE LUNEDI WK24;    AV875;C;154A825;00;  ;LIDL ITALIA SRL               ;00U3601;      AV875.mp3;01344547200715
15/06/26;0715;  ;  ;  ;  ;0030;  ;FIDIA CONTACTA SOLUZIONE 1205 ;    AG348;C;1546566;00;  ;FIDIA FARMACEUTICI SPA        ;00U3215;      AG348.mp3;01339774970715
15/06/26;0715;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876440715
15/06/26;0745;  ;  ;  ;  ;0020;  ;MC DONALDS WORLDHEIST FOOD GAM;    AV285;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3369;      AV285.mp3;01341462950745
15/06/26;0745;  ;  ;  ;  ;0020;  ;MEDIAWORLD S3 LAVASTOVIGLIE 15;    AW056;C;154C504;00;  ;MEDIAMARKET SPA               ;00U3813;      AW056.mp3;01348468720745
15/06/26;0745;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914430745
15/06/26;0745;  ;  ;  ;  ;0020;  ;DIFAR PERSPIREX 2026 1005 1107;    AU654;C;154L224;00;  ;DIFAR DISTRIBUZIONE S.R.L.    ;00U2833;      AU654.mp3;01340774610745
15/06/26;0745;  ;  ;  ;  ;0030;  ;DEGHI PERGOLE 1904 2504       ;    AT829;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT829.mp3;01345105060745
15/06/26;0745;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236430745
15/06/26;0745;  ;  ;  ;  ;0015;  ;DECATHLON GREAT OUTDOOR TENDA ;    AV297;C;154E314;00;  ;DECATHLON ITALIA S.R.L.       ;00U3226;      AV297.mp3;01341056600745
15/06/26;0802;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348610540802
15/06/26;0815;  ;  ;  ;  ;0015;  ;COOP VOCE HERO DONNA SOGG. 1 1;    AW038;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW038.mp3;01348265300815
15/06/26;0815;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883200815
15/06/26;0815;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369200815
