17/06/26;0515;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 17 PODOVIS  070;    AV771;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV771.mp3;01335302730515
17/06/26;0515;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876620515
17/06/26;0545;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876630545
17/06/26;0545;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068530545
17/06/26;0615;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883350615
17/06/26;0615;  ;  ;  ;  ;0030;  ;MIN. SALUTE DONAZIONE SANGUE 1;    AW010;C;154L596;00;  ;ISTITUTO SUPERIORE DI SANITA' ;00U3807;      AW010.mp3;01348314160615
17/06/26;0615;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369350615
17/06/26;0615;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059530615
17/06/26;0615;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342134000615
17/06/26;0645;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914580645
17/06/26;0645;  ;  ;  ;  ;0030;  ;DEGHI GIARDINO 1904 2504      ;    AT828;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT828.mp3;01345105100645
17/06/26;0645;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068540645
17/06/26;0645;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876640645
17/06/26;0715;  ;  ;  ;  ;0030;  ;FIDIA CONTACTA OCCHIALI  1205 ;    AG347;C;1546566;00;  ;FIDIA FARMACEUTICI SPA        ;00U3215;      AG347.mp3;01339775090715
17/06/26;0715;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883360715
17/06/26;0715;  ;  ;  ;  ;0030;  ;EUROSPIN P16 MACINATO 1706 180;    AW119;C;154B020;00;  ;EUROSPIN ITALIA SPA.          ;00U3380;      AW119.mp3;01341532160715
17/06/26;0715;  ;  ;  ;  ;0020;  ;FALKENSTEINER CALABRIA 1506 19;    AW053;C;154M058;00;  ;FALKENSTEINER GARDEN CALABRIA ;00U3462;      AW053.mp3;01341884070715
17/06/26;0715;  ;  ;  ;  ;0030;  ;DAIKIN NUVOLA NEW 1205 1807   ;    AU765;C;154E631;00;  ;DAIKIN AIR CONDITIONING ITALY ;00U3062;      AU765.mp3;01338691090715
17/06/26;0715;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 18 MENTADENT 07;    AV773;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV773.mp3;01335302020715
17/06/26;0745;  ;  ;  ;  ;0015;  ;COOP VOCE HERO DONNA SOGG. 1 1;    AW038;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW038.mp3;01348265480745
17/06/26;0745;  ;  ;  ;  ;0015;  ;VIESSMAN CLIMA 26 0305 2106   ;    AU335;C;154L282;00;  ;VIESSMANN S.R.L.              ;00U3259;      AU335.mp3;01340798740745
17/06/26;0745;  ;  ;  ;  ;0020;  ;DIFAR PERSPIREX 2026 1005 1107;    AU654;C;154L224;00;  ;DIFAR DISTRIBUZIONE S.R.L.    ;00U2833;      AU654.mp3;01340774710745
17/06/26;0745;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX PAUSA PRANZO 140;    AK724;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK724.mp3;01348221380745
17/06/26;0745;  ;  ;  ;  ;0030;  ;DEGHI PERGOLE 1904 2504       ;    AT829;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT829.mp3;01345104430745
17/06/26;0745;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236580745
17/06/26;0745;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369360745
17/06/26;0802;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348610460802
17/06/26;0815;  ;  ;  ;  ;0015;  ;COOP MENO 25 VIVIVERDE E BENES;    AV835;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3737;      AV835.mp3;01346816560815
17/06/26;0815;  ;  ;  ;  ;0015;  ;DECATHLON CITY OUTDOOR BICI EL;    AV300;C;154E314;00;  ;DECATHLON ITALIA S.R.L.       ;00U3226;      AV300.mp3;01341056720815
17/06/26;0815;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059550815
17/06/26;0815;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342145220815
17/06/26;0815;  ;  ;  ;  ;0030;  ;DEGHI ARREDARE CASA 1904 2504 ;    AT826;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT826.mp3;01345104420815
17/06/26;0845;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914590845
17/06/26;0845;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343972360845
17/06/26;0845;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059560845
17/06/26;0845;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236570845
17/06/26;0902;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348610620902
17/06/26;0915;  ;  ;  ;  ;0020;  ;MCD SUMMER DAYS 7-20 GIU      ;    AV822;C;154B097;00;  ;CONSORZIO MCCOOP ITALIA '96   ;00U3621;      AV822.mp3;01344876650915
17/06/26;0915;  ;  ;  ;  ;0030;  ;AMAZON PRIME DAYS CELEBRATION ;    AV982;C;1551864;00;  ;AMAZON EUROPE CORE SARL       ;00U3775;      AV982.mp3;01347858040915
17/06/26;0915;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068560915
17/06/26;0915;  ;  ;  ;  ;0030;  ;EUROSPIN P16 NETTARINE 1706 18;    AW120;C;154B020;00;  ;EUROSPIN ITALIA SPA.          ;00U3380;      AW120.mp3;01341532170915
17/06/26;0915;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369370915
17/06/26;0945;  ;  ;  ;  ;0015;  ;COOP VOCE HERO  DONNA SOGG. 1 ;    AW041;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW041.mp3;01348265490945
17/06/26;0945;  ;  ;  ;  ;0030;  ;DEGHI BAGNO 1904 2504         ;    AT827;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT827.mp3;01345104440945
17/06/26;0945;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX COLAZIONE 1409 0;    AK718;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK718.mp3;01348221390945
17/06/26;0945;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 19 ELVIVE 0706 ;    AV777;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV777.mp3;01341584680945
17/06/26;0945;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236590945
17/06/26;0945;  ;  ;  ;  ;0030;  ;THE FORK SUMMER MAGGIO 2026 14;    AV926;C;154I811;00;  ;LA FOURCHETTE (ITALY) SRL     ;00U3761;      AV926.mp3;01347308960945
17/06/26;1015;  ;  ;  ;  ;0030;  ;THE FORK DISPENSATORE SAGGEZZA;    AV925;C;154I811;00;  ;LA FOURCHETTE (ITALY) SRL     ;00U3761;      AV925.mp3;01347308981015
17/06/26;1015;  ;  ;  ;  ;0030;  ;FIDIA CONTACTA LENTI 1205 3005;    AG346;C;1546566;00;  ;FIDIA FARMACEUTICI SPA        ;00U3215;      AG346.mp3;01339775101015
17/06/26;1015;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342145231015
17/06/26;1015;  ;  ;  ;  ;0015;  ;LEROY MERLIN 30 ANNI 1006 2806;    AV871;C;154H704;00;  ;LEROY MERLIN ITALIA S.R.L.    ;00U3747;      AV871.mp3;01346883371015
17/06/26;1015;  ;  ;  ;  ;0030;  ;EUROSPIN P16 TACCHINO 1706 180;    AW121;C;154B020;00;  ;EUROSPIN ITALIA SPA.          ;00U3380;      AW121.mp3;01341532181015
17/06/26;1045;  ;  ;  ;  ;0015;  ;COOP MENO 25 VIVIVERDE E BENES;    AV835;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3737;      AV835.mp3;01346816571045
17/06/26;1045;  ;  ;  ;  ;0030;  ;DEGHI SEDIE TAVOLI 1904 2504  ;    AT830;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT830.mp3;01345104451045
17/06/26;1045;  ;  ;  ;  ;0030;  ;COREVE FATTI MANDARE DALLA MAM;    X9862;C;154I966;00;  ;CONSORZIO RECUPERO VETRO - CO.;00U2509;      X9862.mp3;01333914601045
17/06/26;1045;  ;  ;  ;  ;0015;  ;DECATHLON GREAT OUTDOOR TENDA ;    AV297;C;154E314;00;  ;DECATHLON ITALIA S.R.L.       ;00U3226;      AV297.mp3;01341056731045
17/06/26;1045;  ;  ;  ;  ;0015;  ;FUMAKILLA VAPE CONCORSO 1406 3;    AV997;C;154K903;00;  ;FUMAKILLA EUROPE S.R.L.       ;00U3589;      AV997.mp3;01343972401045
17/06/26;1045;  ;  ;  ;  ;0030;  ;DAIKIN NUVOLA NEW 1205 1807   ;    AU765;C;154E631;00;  ;DAIKIN AIR CONDITIONING ITALY ;00U3062;      AU765.mp3;01338691111045
17/06/26;1115;  ;  ;  ;  ;0015;  ;COOP VOCE HERO DONNA SOGG. 3 1;    AW043;C;1542417;00;  ;COOP ITALIA SOCIETA' COOPERATI;00U3804;      AW043.mp3;01348265501115
17/06/26;1115;  ;  ;  ;  ;0030;  ;VIC TRANSPORTER GIUGNO 15-23 G;    AW047;C;1544077;00;  ;VOLKSWAGEN GROUP ITALIA  SPA  ;00U3796;      AW047.mp3;01348068571115
17/06/26;1115;  ;  ;  ;  ;0030;  ;MIN. SALUTE DONAZIONE SANGUE 1;    AW010;C;154L596;00;  ;ISTITUTO SUPERIORE DI SANITA' ;00U3807;      AW010.mp3;01348314031115
17/06/26;1115;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348623421115
17/06/26;1115;  ;  ;  ;  ;0030;  ;DEGHI PERGOLE 1904 2504       ;    AT829;C;154K850;00;  ;DEGHI SOCIETA' PER AZIONI     ;00U3647;      AT829.mp3;01345104461115
17/06/26;1144;  ;  ;  ;  ;0030;  ;CITAZIONE ACQUA SANTA CROCE TE;   Q46810;C;154J288;00;  ;SANTA CROCE - S.R.L.          ;00U3797;     Q46810.mp3;01348085951144
17/06/26;1145;  ;  ;  ;  ;0020;  ;NISSAN CCL GIUGNO 0706 2006   ;    AV802;C;1546321;00;  ;NISSAN ITALIA SRL             ;00U3510;      AV802.mp3;01342134211145
17/06/26;1145;  ;  ;  ;  ;0015;  ;VIESSMAN CLIMA 26 0305 2106   ;    AU335;C;154L282;00;  ;VIESSMANN S.R.L.              ;00U3259;      AU335.mp3;01340798751145
17/06/26;1145;  ;  ;  ;  ;0030;  ;ACQUA E SAPONE 20 FRUCTIS 0706;    AV778;C;154H857;00;  ;ACQUA & SAPONE S.R.L.         ;00U2722;      AV778.mp3;01335302031145
17/06/26;1145;  ;  ;  ;  ;0030;  ;RTI AD MANAGER 2905 2507      ;    AV532;C;1530584;00;  ;PUBLITALIA '80 S.P.A.         ;00U3640;      AV532.mp3;01346059581145
17/06/26;1145;  ;  ;  ;  ;0020;  ;SELEX AEO ICHNUSA 15-20 GIUGNO;    AW016;C;1549564;00;  ;SELEX - GRUPPO COMMERCIALE SPA;00U3752;      AW016.mp3;01347236601145
17/06/26;1202;  ;  ;  ;  ;0030;  ;ING BUSINESS BANKING OPZIONE 1;    AW055;C;1551775;00;  ;ING BANK N.V.MILAN BRANCH     ;00U3826;      AW055.mp3;01348610451202
17/06/26;1215;  ;  ;  ;  ;0020;  ;DAYGUM PROTEX APERITIVO 1409 0;    AK716;C;1547571;00;  ;PERFETTI VAN MELLE SPA        ;00U3803;      AK716.mp3;01348221591215
17/06/26;1215;  ;  ;  ;  ;0020;  ;COSTA CROCIERE ESTATE A CASA 0;    AV804;C;1544932;00;  ;COSTA CROCIERE S.P.A.         ;00U3714;      AV804.mp3;01346369381215
17/06/26;1215;  ;  ;  ;  ;0030;  ;AMAZON PRIME DAYS CELEBRATION ;    AV982;C;1551864;00;  ;AMAZON EUROPE CORE SARL       ;00U3775;      AV982.mp3;01347858051215
17/06/26;1215;  ;  ;  ;  ;0030;  ;EUROSPIN P16 MACINATO 1706 180;    AW119;C;154B020;00;  ;EUROSPIN ITALIA SPA.          ;00U3380;      AW119.mp3;01341532221215
